argument_id|topic|unitType|content
1845| Ban on smoking in public places|premise|"Opponents of a ban often argue that employees at smoking institutions can simply get another job at a non-smoking institution, and thus such workers are voluntarily subjecting themselves to being ""passive smokers""."
1846| Ban on smoking in public places|conclusion|Workers can choose to work at non-smoking institutions.
1846| Ban on smoking in public places|premise|It can be argued that, if a worker objects to inhaling second hand smoke involuntarily at their work place, that they can choose to work somewhere else.
1847| Ban on smoking in public places|conclusion|Smoky work environments are not different that other harmful lines of work.
1847| Ban on smoking in public places|premise|Various forms of physical, mental, tangible, and less tangible forms of harm are frequently involved in the jobs that workers choose to perform.
1848| Ban on smoking in public places|conclusion|Is it wrong to say that people choose to smoke passively.
1848| Ban on smoking in public places|premise|In many places, there are no non-smoking bars or restaurants.
1849| Ban on smoking in public places|conclusion|People can leave smoking areas to avoid harm.
1849| Ban on smoking in public places|premise|Society accepts that adults can decide to harm themselves to some extent, so long as they do not harm others.
1850| Ban on smoking in public places|conclusion|The demand for non-smoking bars has been low.
1850| Ban on smoking in public places|premise|Non-smoking bars are rare in the United States.
1851| Ban on smoking in public places|conclusion|Workers are free to choose to quit a smoky, unhealthy working environment.
1851| Ban on smoking in public places|premise|Workers should be allowed to choose to work in dangerous conditions.
1852| Ban on smoking in public places|conclusion|A complete ban is not necessary to give people a choice.
1852| Ban on smoking in public places|premise|A person should have a choice to go into a non-smoking restaurant or a non-smoking section of a restaurant.
1853| Ban on smoking in public places|conclusion|Public smoking ban protects health of non-smokers.
1853| Ban on smoking in public places|premise|Scientists have agreed that smoking is dangerous as tobacco smoke causes cancer, strokes and heart disease.
1854| Ban on smoking in public places|conclusion|Public smoking ban protects rights of non-smokers.
1854| Ban on smoking in public places|premise|One's freedom to swing one's fist ends where someone else's nose begins.
1855| Ban on smoking in public places|conclusion|Smokers can/should smoke in private places, not in public.
1855| Ban on smoking in public places|premise|Many smokers excuse their public smoking on the grounds that they don't have anywhere to smoke.
1856| Ban on smoking in public places|conclusion|Only 15% of the smoke is consumed by the smoker.
1856| Ban on smoking in public places|premise|Approximately 85% is breathed in by people who do not want to have it in their system.
1857| Ban on smoking in public places|conclusion|If you dont like smoking or smokers then just leave.
1857| Ban on smoking in public places|premise|There are plenty of places ware there is no smoking allowed, especially lately.
1858| Ban on smoking in public places|conclusion|A ban will get rid of the odor left by cigarette smoke.
1858| Ban on smoking in public places|premise|The annoyance extends to a level of intrusion when considering the fact that cigarette smoke has the tendency to linger in ones clothing and hair, making it more personally disruptive to non-smokers than say, loud laughter or the bad body oder of another patron.
1859| Ban on smoking in public places|conclusion|Not all non-smokers find the smell of tobacco smoke unappealing.
1859| Ban on smoking in public places|premise|A non-smoker who finds the smell of smoke unappealing should not be outraged by it.
1860| Ban on smoking in public places|conclusion|A smoking ban in public places alienates smokers and incentivizes quiting.
1860| Ban on smoking in public places|premise|A ban would encourage smokers to smoke less or give up.
1861| Ban on smoking in public places|conclusion|Consumption drops thanks to the ban.
1861| Ban on smoking in public places|premise|In workplaces where smoking is banned, 18% of workers smoke daily and their averge consumption drops to 15.
1862| Ban on smoking in public places|conclusion|The government shouldn't play the role of Big Brother with a smoking ban.
1862| Ban on smoking in public places|premise|Many groups argue that a government should not try and shape the social choices of its citizens toward desired social ends; people should be as free as possible to do what they want, as long as their actions don't violate the liberties of others.
1863| Ban on smoking in public places|conclusion|A smoking ban will cause people to smoke less overall.
1863| Ban on smoking in public places|premise|Smokers need to maintain a certain level of nicotine in their blood to remain content.
1864| Ban on smoking in public places|conclusion|Banning smoking in public would cause people to smoke more at home.
1864| Ban on smoking in public places|premise|Heavy smokers are unlikely to give up since they are addicted to nicotine.
1865| Ban on smoking in public places|conclusion|It does not give the right incentives.
1865| Ban on smoking in public places|premise|The problem is that many teenagers start smoking due to peer pressure or when there already is a smoker in their family.
1866| Ban on smoking in public places|conclusion|It is more important to protect people’s health than to protect businesses.
1866| Ban on smoking in public places|premise|Pubs and clubs should adapt, for example by trying to earn more money from selling food.
1867| Ban on smoking in public places|conclusion|A smoking ban would drive many bars and restaurants out of business.
1867| Ban on smoking in public places|premise|Smokers will not go to non-smoking places.
1871| Ban on smoking in public places|conclusion|Majority of Europeans support ban on smoking in public place.
1871| Ban on smoking in public places|premise|While 70% of Europeans are non-smokers, 86% are in favour of a ban on smoking at work, 84% in other public places, 61% in bars and pubs and 77% in restaurants.
1872| Ban on snowmobiles in US national parks|conclusion|Road-grooming for snowmobiling causes harmful bison migrations.
1872| Ban on snowmobiles in US national parks|premise|"""Exacerbating the situation is what some scientists believe to be a direct link between the grooming of Yellowstone's roadways for snow traffic and the increased ease with which bison move in and out of the park."
1873| Ban on spanking children|conclusion|Only an outright ban on smacking will enhance child protection.
1873| Ban on spanking children|premise|The number of children reporting being beaten to the point of bruising in Germany has declined from 3 in 10 to 3 in 100 since 1992 after a ban was introduced in Germany.
1874| Ban on spanking children|conclusion|It will do nothing to tackle real cases of child abuse.
1874| Ban on spanking children|premise|A ban on smacking will do nothing to tackle cases of real abuse, but will bring thousands of well-intentioned parents into the justice system.
1875| Ban on spanking children|conclusion|Children deserve the same rights as everyone else.
1875| Ban on spanking children|premise|Children should receive the same legal protection from violence as adults.
1877| Ban on spanking children|conclusion|Children deserve rights but smacking can be justified.
1877| Ban on spanking children|premise|Parents are responsible for caring for their children and physical correction is legitimate in the context of a loving family environment.
1878| Ban on spanking children|conclusion|Smacking can cause lasting psychological damage.
1878| Ban on spanking children|premise|Smacking, however occasional, is harmful to children.
